block,table2,activity,CAT,column,dtype,spaces,width,start,stop,table,default,model_min,model_max,target,lower,upper,min,max,units,definition
IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMJUL,R,2,5,40,45,MON-MELT-FAC,0,,,,,,,,,
IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMAUG,R,2,5,45,50,MON-MELT-FAC,0,,,,,,,,,
IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMSEP,R,2,5,50,55,MON-MELT-FAC,0,,,,,,,,,
IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMOCT,R,2,5,55,60,MON-MELT-FAC,0,,,,,,,,,
IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMNOV,R,2,5,60,65,MON-MELT-FAC,0,,,,,,,,,
IMPLND,MON-MELT-FAC,SNOW,MONTHLYS,KMDEC,R,2,5,65,70,MON-MELT-FAC,0,,,,,,,,,
IMPLND,SNOW-INIT1,SNOW,STATES,OPNID,C,2,8,2,10,SNOW-INIT1,0,,,,,,,,,
IMPLND,SNOW-INIT1,SNOW,STATES,PKSNOW,R,2,10,10,20,SNOW-INIT1,0,,,,,,,,,
IMPLND,SNOW-INIT1,SNOW,STATES,PKICE,R,2,10,20,30,SNOW-INIT1,0,,,,,,,,,
IMPLND,SNOW-INIT1,SNOW,STATES,PKWATR,R,2,10,30,40,SNOW-INIT1,0,,,,,,,,,
IMPLND,SNOW-INIT1,SNOW,STATES,RDENPF,R,2,10,40,50,SNOW-INIT1,0.2,,,,,,,,,
IMPLND,SNOW-INIT1,SNOW,STATES,DULL,R,2,10,50,60,SNOW-INIT1,400,,,,,,,,,
IMPLND,SNOW-INIT1,SNOW,STATES,PAKTMP,R,2,10,60,70,SNOW-INIT1,32,,,,,,,,,
IMPLND,SNOW-INIT2,SNOW,STATES,OPNID,C,2,8,2,10,SNOW-INIT2,0,,,,,,,,,
IMPLND,SNOW-INIT2,SNOW,STATES,COVINX,R,2,10,10,20,SNOW-INIT2,0.01,,,,,,,,,
IMPLND,SNOW-INIT2,SNOW,STATES,XLNMLT,R,2,10,20,30,SNOW-INIT2,0,,,,,,,,,
IMPLND,SNOW-INIT2,SNOW,STATES,SKYCLR,R,2,10,30,40,SNOW-INIT2,1,,,,,,,,,
IMPLND,IWAT-PARM1,IWATER,PARAMETERS,OPNID,C,2,8,2,10,IWAT-PARM1,1,,,,,,,,,
IMPLND,IWAT-PARM1,IWATER,PARAMETERS,CSNOFG,I,2,5,10,15,IWAT-PARM1,0,,,,,,,,,
IMPLND,IWAT-PARM1,IWATER,PARAMETERS,RTOPFG,I,2,5,15,20,IWAT-PARM1,0,,,,,,,,,
IMPLND,IWAT-PARM1,IWATER,PARAMETERS,VRSFG,I,2,5,20,25,IWAT-PARM1,0,,,,,,,,,
IMPLND,IWAT-PARM1,IWATER,PARAMETERS,VNNFG,I,2,5,25,30,IWAT-PARM1,0,,,,,,,,,
IMPLND,IWAT-PARM1,IWATER,PARAMETERS,RTLIFG,I,2,5,30,35,IWAT-PARM1,0,,,,,,,,,
IMPLND,IWAT-PARM2,IWATER,PARAMETERS,OPNID,C,2,8,2,10,IWAT-PARM2,0,,,,,,,,,
IMPLND,IWAT-PARM2,IWATER,PARAMETERS,LSUR,R,2,10,10,20,IWAT-PARM2,-999,,,,,,,,,
IMPLND,IWAT-PARM2,IWATER,PARAMETERS,SLSUR,R,2,10,20,30,IWAT-PARM2,-999,,,,,,,,,
IMPLND,IWAT-PARM2,IWATER,PARAMETERS,NSUR,R,2,10,30,40,IWAT-PARM2,0.1,,,,,,,,,
IMPLND,IWAT-PARM2,IWATER,PARAMETERS,RETSC,R,2,10,40,50,IWAT-PARM2,0,,,,,,,,,
IMPLND,IWAT-PARM3,IWATER,PARAMETERS,OPNID,C,2,8,2,10,IWAT-PARM3,0,,,,,,,,,
IMPLND,IWAT-PARM3,IWATER,PARAMETERS,PETMAX,R,2,10,10,20,IWAT-PARM3,40,,,,,,,,,
IMPLND,IWAT-PARM3,IWATER,PARAMETERS,PETMIN,R,2,10,20,30,IWAT-PARM3,35,,,,,,,,,
IMPLND,MON-RETN,IWATER,MONTHLYS,OPNID,C,2,8,2,10,MON-RETN,1.7,,,,,,,,,
IMPLND,MON-RETN,IWATER,MONTHLYS,RETS1,R,2,5,10,15,MON-RETN,0,,,,,,,,,
IMPLND,MON-RETN,IWATER,MONTHLYS,RETS2,R,2,5,15,20,MON-RETN,0,,,,,,,,,
IMPLND,MON-RETN,IWATER,MONTHLYS,RETS3,R,2,5,20,25,MON-RETN,0,,,,,,,,,
IMPLND,MON-RETN,IWATER,MONTHLYS,RETS4,R,2,5,25,30,MON-RETN,0,,,,,,,,,
IMPLND,MON-RETN,IWATER,MONTHLYS,RETS5,R,2,5,30,35,MON-RETN,0,,,,,,,,,
IMPLND,MON-RETN,IWATER,MONTHLYS,RETS6,R,2,5,35,40,MON-RETN,0,,,,,,,,,
IMPLND,MON-RETN,IWATER,MONTHLYS,RETS7,R,2,5,40,45,MON-RETN,0,,,,,,,,,
IMPLND,MON-RETN,IWATER,MONTHLYS,RETS8,R,2,5,45,50,MON-RETN,0,,,,,,,,,
IMPLND,MON-RETN,IWATER,MONTHLYS,RETS9,R,2,5,50,55,MON-RETN,0,,,,,,,,,
IMPLND,MON-RETN,IWATER,MONTHLYS,RETS10,R,2,5,55,60,MON-RETN,0,,,,,,,,,
IMPLND,MON-RETN,IWATER,MONTHLYS,RETS11,R,2,5,60,65,MON-RETN,0,,,,,,,,,
IMPLND,MON-RETN,IWATER,MONTHLYS,RETS12,R,2,5,65,70,MON-RETN,0,,,,,,,,,
IMPLND,MON-MANNING,IWATER,MONTHLYS,OPNID,C,2,8,2,10,MON-MANNING,0,,,,,,,,,
IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR1,R,2,5,10,15,MON-MANNING,0.1,,,,,,,,,
IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR2,R,2,5,15,20,MON-MANNING,0.1,,,,,,,,,
IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR3,R,2,5,20,25,MON-MANNING,0.1,,,,,,,,,
IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR4,R,2,5,25,30,MON-MANNING,0.1,,,,,,,,,
IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR5,R,2,5,30,35,MON-MANNING,0.1,,,,,,,,,
IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR6,R,2,5,35,40,MON-MANNING,0.1,,,,,,,,,
IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR7,R,2,5,40,45,MON-MANNING,0.1,,,,,,,,,
IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR8,R,2,5,45,50,MON-MANNING,0.1,,,,,,,,,
IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR9,R,2,5,50,55,MON-MANNING,0.1,,,,,,,,,
IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR10,R,2,5,55,60,MON-MANNING,0.1,,,,,,,,,
IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR11,R,2,5,60,65,MON-MANNING,0.1,,,,,,,,,
IMPLND,MON-MANNING,IWATER,MONTHLYS,NSUR12,R,2,5,65,70,MON-MANNING,0.1,,,,,,,,,
IMPLND,IWAT-STATE1,IWATER,STATES,OPNID,C,2,8,2,10,IWAT-STATE1,0.1,,,,,,,,,
IMPLND,IWAT-STATE1,IWATER,STATES,RETS,R,2,10,10,20,IWAT-STATE1,0.001,,,,,,,,,
IMPLND,IWAT-STATE1,IWATER,STATES,SURS,R,2,10,20,30,IWAT-STATE1,0.001,,,,,,,,,
IMPLND,SLD-PARM1,SOLIDS,PARAMETERS,OPNID,C,2,8,2,10,SLD-PARM1,0.025,,,,,,,,,
IMPLND,SLD-PARM1,SOLIDS,PARAMETERS,VASDFG,I,2,5,10,15,SLD-PARM1,0,,,,,,,,,
IMPLND,SLD-PARM1,SOLIDS,PARAMETERS,VRSDFG,I,2,5,15,20,SLD-PARM1,0,,,,,,,,,
IMPLND,SLD-PARM1,SOLIDS,PARAMETERS,SDOPFG,I,2,5,20,25,SLD-PARM1,0,,,,,,,,,
IMPLND,SLD-PARM2,SOLIDS,PARAMETERS,OPNID,C,2,8,2,10,SLD-PARM2,0,,,,,,,,,
IMPLND,SLD-PARM2,SOLIDS,PARAMETERS,KEIM,R,2,10,10,20,SLD-PARM2,0,,,,,,,,,
IMPLND,SLD-PARM2,SOLIDS,PARAMETERS,JEIM,R,2,10,20,30,SLD-PARM2,-999,,,,,,,,,
IMPLND,SLD-PARM2,SOLIDS,PARAMETERS,ACCSDP,R,2,10,30,40,SLD-PARM2,0,,,,,,,,,
IMPLND,SLD-PARM2,SOLIDS,PARAMETERS,REMSDP,R,2,10,40,50,SLD-PARM2,0,,,,,,,,,
IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,OPNID,C,2,8,2,10,MON-SACCUM,0,,,,,,,,,
IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS1,R,2,5,10,15,MON-SACCUM,0,,,,,,,,,
IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,AACS2,R,2,5,15,20,MON-SACCUM,0,,,,,,,,,
IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS3,R,2,5,20,25,MON-SACCUM,0,,,,,,,,,
IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS4,R,2,5,25,30,MON-SACCUM,0,,,,,,,,,
IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS5,R,2,5,30,35,MON-SACCUM,0,,,,,,,,,
IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS6,R,2,5,35,40,MON-SACCUM,0,,,,,,,,,
IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS7,R,2,5,40,45,MON-SACCUM,0,,,,,,,,,
IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS8,R,2,5,45,50,MON-SACCUM,0,,,,,,,,,
IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS9,R,2,5,50,55,MON-SACCUM,0,,,,,,,,,
IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS10,R,2,5,55,60,MON-SACCUM,0,,,,,,,,,
IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS11,R,2,5,60,65,MON-SACCUM,0,,,,,,,,,
IMPLND,MON-SACCUM,SOLIDS,MONTHLYS,ACCS12,R,2,5,65,70,MON-SACCUM,0,,,,,,,,,
IMPLND,MON-REMOV,SOLIDS,MONTHLYS,OPNID,C,2,8,2,10,MON-REMOV,0,,,,,,,,,
IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS1,R,2,5,10,15,MON-REMOV,0,,,,,,,,,
IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS2,R,2,5,15,20,MON-REMOV,0,,,,,,,,,
IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS3,R,2,5,20,25,MON-REMOV,0,,,,,,,,,
IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS4,R,2,5,25,30,MON-REMOV,0,,,,,,,,,
IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS5,R,2,5,30,35,MON-REMOV,0,,,,,,,,,
IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS6,R,2,5,35,40,MON-REMOV,0,,,,,,,,,
IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS7,R,2,5,40,45,MON-REMOV,0,,,,,,,,,
IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS8,R,2,5,45,50,MON-REMOV,0,,,,,,,,,
IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS9,R,2,5,50,55,MON-REMOV,0,,,,,,,,,
IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS10,R,2,5,55,60,MON-REMOV,0,,,,,,,,,
IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS11,R,2,5,60,65,MON-REMOV,0,,,,,,,,,
IMPLND,MON-REMOV,SOLIDS,MONTHLYS,REMS12,R,2,5,65,70,MON-REMOV,0,,,,,,,,,
IMPLND,SLD-STOR,SOLIDS,PARAMETERS,OPNID,C,2,8,2,10,SLD-STOR,0,,,,,,,,,
IMPLND,SLD-STOR,SOLIDS,PARAMETERS,SLDS,R,2,10,10,20,SLD-STOR,0,,,,,,,,,
IMPLND,IWT-PARM1,IWTGAS,PARAMETERS,OPNID,C,2,8,2,10,IWT-PARM1,0,,,,,,,,,
IMPLND,IWT-PARM1,IWTGAS,PARAMETERS,WTFVFG,I,2,5,10,15,IWT-PARM1,0,,,,,,,,,
IMPLND,IWT-PARM1,IWTGAS,PARAMETERS,CSNOFG,I,2,5,15,20,IWT-PARM1,0,,,,,,,,,
IMPLND,IWT-PARM2,IWTGAS,PARAMETERS,OPNID,C,2,8,2,10,IWT-PARM2,0,,,,,,,,,
IMPLND,IWT-PARM2,IWTGAS,PARAMETERS,ELEV,R,2,10,10,20,IWT-PARM2,0,,,,,,,,,
IMPLND,IWT-PARM2,IWTGAS,PARAMETERS,AWTF,R,2,10,20,30,IWT-PARM2,32,,,,,,,,,
IMPLND,IWT-PARM2,IWTGAS,PARAMETERS,BWTF,R,2,10,30,40,IWT-PARM2,1,,,,,,,,,
IMPLND,LAT-FACTOR,IWTGAS,PARAMETERS,OPNID,C,2,8,2,10,LAT-FACTOR,1,,,,,,,,,
IMPLND,LAT-FACTOR,IWTGAS,PARAMETERS,SDLFAC,R,2,10,10,20,LAT-FACTOR,0,,,,,,,,,
IMPLND,LAT-FACTOR,IWTGAS,PARAMETERS,SLIFAC,R,2,10,20,30,LAT-FACTOR,0,,,,,,,,,
IMPLND,MON-AWTF,IWTGAS,MONTHLYS,OPNID,C,2,8,2,10,MON-AWTF,0,,,,,,,,,
IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF1,R,2,5,10,15,MON-AWTF,32,,,,,,,,,
IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF2,R,2,5,15,20,MON-AWTF,32,,,,,,,,,
IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF3,R,2,5,20,25,MON-AWTF,32,,,,,,,,,
IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF4,R,2,5,25,30,MON-AWTF,32,,,,,,,,,
IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF5,R,2,5,30,35,MON-AWTF,32,,,,,,,,,
IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF6,R,2,5,35,40,MON-AWTF,32,,,,,,,,,
IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF7,R,2,5,40,45,MON-AWTF,32,,,,,,,,,
IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF8,R,2,5,45,50,MON-AWTF,32,,,,,,,,,
IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF9,R,2,5,50,55,MON-AWTF,32,,,,,,,,,
IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF10,R,2,5,55,60,MON-AWTF,32,,,,,,,,,
IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF11,R,2,5,60,65,MON-AWTF,32,,,,,,,,,
IMPLND,MON-AWTF,IWTGAS,MONTHLYS,AWTF12,R,2,5,65,70,MON-AWTF,32,,,,,,,,,
IMPLND,MON-BWTF,IWTGAS,MONTHLYS,OPNID,C,2,8,2,10,MON-BWTF,0,,,,,,,,,
IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF1,R,2,5,10,15,MON-BWTF,1,,,,,,,,,
IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF2,R,2,5,15,20,MON-BWTF,1,,,,,,,,,
IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF3,R,2,5,20,25,MON-BWTF,1,,,,,,,,,
IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF4,R,2,5,25,30,MON-BWTF,1,,,,,,,,,
IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF5,R,2,5,30,35,MON-BWTF,1,,,,,,,,,
IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF6,R,2,5,35,40,MON-BWTF,1,,,,,,,,,
IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF7,R,2,5,40,45,MON-BWTF,1,,,,,,,,,
IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF8,R,2,5,45,50,MON-BWTF,1,,,,,,,,,
IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF9,R,2,5,50,55,MON-BWTF,1,,,,,,,,,
IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF10,R,2,5,55,60,MON-BWTF,1,,,,,,,,,
IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF11,R,2,5,60,65,MON-BWTF,1,,,,,,,,,
IMPLND,MON-BWTF,IWTGAS,MONTHLYS,BWTF12,R,2,5,65,70,MON-BWTF,1,,,,,,,,,
IMPLND,IWT-INIT,IWTGAS,STATES,OPNID,C,2,8,2,10,IWT-INIT,1,,,,,,,,,
IMPLND,IWT-INIT,IWTGAS,STATES,SOTMP,R,2,10,10,20,IWT-INIT,60,,,,,,,,,
IMPLND,IWT-INIT,IWTGAS,STATES,SODOX,R,2,10,20,30,IWT-INIT,0,,,,,,,,,
IMPLND,IWT-INIT,IWTGAS,STATES,SOCO2,R,2,10,30,40,IWT-INIT,0,,,,,,,,,
IMPLND,NQUALS,IQUAL,IQUAL,OPNID,C,2,8,2,10,NQUALS,0,,,,,,,,,
IMPLND,NQUALS,IQUAL,IQUAL,NQUAL,I,2,5,10,15,NQUALS,1,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,OPNID,C,2,8,2,10,IQL-AD-FLAGS,,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(1),I,2,3,11,14,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(2),I,2,4,14,18,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(3),I,2,3,18,21,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(4),I,2,4,21,25,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(5),I,2,3,25,28,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(6),I,2,4,28,32,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(7),I,2,3,32,35,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(8),I,2,4,35,39,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(9),I,2,3,39,42,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(10),I,2,4,42,46,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(11),I,2,3,46,49,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(12),I,2,4,49,53,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(13),I,2,3,53,56,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(14),I,2,4,56,60,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(15),I,2,3,60,63,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(16),I,2,4,63,67,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(17),I,2,3,67,70,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(18),I,2,4,70,74,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(19),I,2,3,74,77,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,IQL-AD-FLAGS,IQUAL,FLAGS,IQADFG(20),I,2,3,77,80,IQL-AD-FLAGS,0,,,,,,,,,
IMPLND,QUAL-PROPS,IQUAL,IQUAL,OPNID,C,2,8,2,10,QUAL-PROPS,0,,,,,,,,,
IMPLND,QUAL-PROPS,IQUAL,IQUAL,QUALID,C,2,12,10,22,QUAL-PROPS,0,,,,,,,,,
IMPLND,QUAL-PROPS,IQUAL,IQUAL,QTYID,C,2,4,26,30,QUAL-PROPS,0,,,,,,,,,
IMPLND,QUAL-PROPS,IQUAL,IQUAL,QSDFG,I,2,5,30,35,QUAL-PROPS,0,,,,,,,,,
IMPLND,QUAL-PROPS,IQUAL,IQUAL,VPFWFG,I,2,5,35,40,QUAL-PROPS,0,,,,,,,,,
IMPLND,QUAL-PROPS,IQUAL,IQUAL,QSOFG,I,2,5,40,45,QUAL-PROPS,0,,,,,,,,,
IMPLND,QUAL-PROPS,IQUAL,IQUAL,VQOFG,I,2,5,45,50,QUAL-PROPS,0,,,,,,,,,
IMPLND,QUAL-INPUT,IQUAL,IQUAL,OPNID,C,2,8,2,10,QUAL-INPUT,0,,,,,,,,,
IMPLND,QUAL-INPUT,IQUAL,IQUAL,SQO,R,2,8,10,18,QUAL-INPUT,0,,,,,,,,,
IMPLND,QUAL-INPUT,IQUAL,IQUAL,POTFW,R,2,8,18,26,QUAL-INPUT,0,,,,,,,,,
IMPLND,QUAL-INPUT,IQUAL,IQUAL,ACQOP,R,2,8,26,34,QUAL-INPUT,0,,,,,,,,,
IMPLND,QUAL-INPUT,IQUAL,IQUAL,SQOLIM,R,2,8,34,42,QUAL-INPUT,0.000001,,,,,,,,,
IMPLND,QUAL-INPUT,IQUAL,IQUAL,WSQOP,R,2,8,42,50,QUAL-INPUT,1.64,,,,,,,,,
IMPLND,MON-POTFW,IQUAL,IQUAL,OPNID,C,2,8,2,10,MON-POTFW,41.7,,,,,,,,,
IMPLND,MON-POTFW,IQUAL,IQUAL,POTF1,R,2,5,10,15,MON-POTFW,0,,,,,,,,,
IMPLND,MON-POTFW,IQUAL,IQUAL,POTF2,R,2,5,15,20,MON-POTFW,0,,,,,,,,,
IMPLND,MON-POTFW,IQUAL,IQUAL,POTF3,R,2,5,20,25,MON-POTFW,0,,,,,,,,,
IMPLND,MON-POTFW,IQUAL,IQUAL,POTF4,R,2,5,25,30,MON-POTFW,0,,,,,,,,,
IMPLND,MON-POTFW,IQUAL,IQUAL,POTF5,R,2,5,30,35,MON-POTFW,0,,,,,,,,,
IMPLND,MON-POTFW,IQUAL,IQUAL,POTF6,R,2,5,35,40,MON-POTFW,0,,,,,,,,,
IMPLND,MON-POTFW,IQUAL,IQUAL,POTF7,R,2,5,40,45,MON-POTFW,0,,,,,,,,,
IMPLND,MON-POTFW,IQUAL,IQUAL,POTF8,R,2,5,45,50,MON-POTFW,0,,,,,,,,,
IMPLND,MON-POTFW,IQUAL,IQUAL,POTF9,R,2,5,50,55,MON-POTFW,0,,,,,,,,,
IMPLND,MON-POTFW,IQUAL,IQUAL,POTF10,R,2,5,55,60,MON-POTFW,0,,,,,,,,,
IMPLND,MON-POTFW,IQUAL,IQUAL,POTF11,R,2,5,60,65,MON-POTFW,0,,,,,,,,,
IMPLND,MON-POTFW,IQUAL,IQUAL,POTF12,R,2,5,65,70,MON-POTFW,0,,,,,,,,,
IMPLND,MON-ACCUM,IQUAL,IQUAL,OPNID,C,2,8,2,10,MON-ACCUM,0,,,,,,,,,
IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO1,R,2,5,10,15,MON-ACCUM,0,,,,,,,,,
IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO2,R,2,5,15,20,MON-ACCUM,0,,,,,,,,,
IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO3,R,2,5,20,25,MON-ACCUM,0,,,,,,,,,
IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO4,R,2,5,25,30,MON-ACCUM,0,,,,,,,,,
IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO5,R,2,5,30,35,MON-ACCUM,0,,,,,,,,,
IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO6,R,2,5,35,40,MON-ACCUM,0,,,,,,,,,
IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO7,R,2,5,40,45,MON-ACCUM,0,,,,,,,,,
IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO8,R,2,5,45,50,MON-ACCUM,0,,,,,,,,,
IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO9,R,2,5,50,55,MON-ACCUM,0,,,,,,,,,
IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO10,R,2,5,55,60,MON-ACCUM,0,,,,,,,,,
IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO11,R,2,5,60,65,MON-ACCUM,0,,,,,,,,,
IMPLND,MON-ACCUM,IQUAL,IQUAL,ACQO12,R,2,5,65,70,MON-ACCUM,0,,,,,,,,,
IMPLND,MON-SQOLIM,IQUAL,IQUAL,OPNID,C,2,8,2,10,MON-SQOLIM,0,,,,,,,,,
IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL1,R,2,5,10,15,MON-SQOLIM,0.000001,,,,,,,,,
IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL2,R,2,5,15,20,MON-SQOLIM,0.000001,,,,,,,,,
IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL3,R,2,5,20,25,MON-SQOLIM,0.000001,,,,,,,,,
IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL4,R,2,5,25,30,MON-SQOLIM,0.000001,,,,,,,,,
IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL5,R,2,5,30,35,MON-SQOLIM,0.000001,,,,,,,,,
IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL6,R,2,5,35,40,MON-SQOLIM,0.000001,,,,,,,,,
IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL7,R,2,5,40,45,MON-SQOLIM,0.000001,,,,,,,,,
IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL8,R,2,5,45,50,MON-SQOLIM,0.000001,,,,,,,,,
IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL9,R,2,5,50,55,MON-SQOLIM,0.000001,,,,,,,,,
IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL10,R,2,5,55,60,MON-SQOLIM,0.000001,,,,,,,,,
IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL11,R,2,5,60,65,MON-SQOLIM,0.000001,,,,,,,,,
IMPLND,MON-SQOLIM,IQUAL,IQUAL,SQOL12,R,2,5,65,70,MON-SQOLIM,0.000001,,,,,,,,,
RCHRES,ACTIVITY,GENERAL,ACTIVITY,OPNID,C,2,8,2,10,ACTIVITY,None,,,,,,,,,
RCHRES,ACTIVITY,GENERAL,ACTIVITY,HYDRFG,I,2,5,10,15,ACTIVITY,0,,,,,,,,,
RCHRES,ACTIVITY,GENERAL,ACTIVITY,ADFG,I,2,5,15,20,ACTIVITY,0,,,,,,,,,
