OBJECTID,SPECIES,TAXONNAME,GENUS,CLASS,COMPCLASS,MAXDIAM,MORPHOLOGY_1,MORPHOLOGY_2,HABITAT_1,HABITAT_2,HABITAT_3,EXPOSED,HIGHENERGY,SAMOA,MARIANAS_,HAWAII,JOHNSTON,LINE,PHOENIX,WAKE,MARIANAS,KINGDOM,PHYLUM,S_ORDER,FAMILY,SCIENTIFIC_NAME,APHIAID,AUTHORITY,RANK,CITATION,FULL_CLASSIFICATION,URL,GENCODE,INACTIVE_FLAG_YN,NEW_SPECIES,ADU_FLAG_YN,JUV_FLAG_YN
225,PLES,Plesiastrea sp,Plesiastrea,Anthozoa,Plesiastrea,,massive,,many reef environments,walls/under overhangs,shallow reef environments,No,No,Yes,Yes,No,No,Yes,No,No,Pocillopora,Animalia,Cnidaria,Scleractinia,Faviidae,,,,Genus,,,,PLES,0,,0,-1
226,PLIC,Porites lichen,Porites,Anthozoa,Porites,,laminar,columnar,lagoons,reef slopes,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Poritidae,Porites lichen,207228,"Dana, 1846",Species,"WoRMS (2010). Porites lichen Dana, 1846. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207228 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites lichen (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207228,POSP,0,,-1,0
227,PLIG,Pocillopora ligulata,Pocillopora,Anthozoa,Pocillopora,,branching,,shallow reef environments,strong wave action environments,,No,Yes,Yes,Yes,Yes,No,No,No,No,Porites,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Pocillopora ligulata,206959,Dana,Species,WoRMS (2010). Pocillopora ligulata Dana. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=206959 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pocilloporidae (Family) > Pocillopora (Genus) > Pocillopora ligulata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206959,POCS,0,,0,0
228,PLLE,Platygyra/Leptoria,,Anthozoa,Platygyra/Leptoria,,,,,,,,,Yes,Yes,No,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Zoanthidea,,,,,,,,,PLLE,-1,,0,0
229,PLOB,Porites lobata,Porites,Anthozoa,Porites,,massive,,back reef margins,lagoons,fringing reef,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Porites,Animalia,Cnidaria,Scleractinia,Poritidae,Porites lobata,207225,"Dana, 1846",Species,"WoRMS (2010). Porites lobata Dana, 1846. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207225 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites lobata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207225,POSP,0,,-1,0
230,PLSP,Platygyra sp,Platygyra,Anthozoa,Platygyra,,,,,,,,,Yes,Yes,No,No,Yes,Yes,Yes,Pavona,Animalia,Cnidaria,Scleractinia,Faviidae,,,,Genus,,,,PLSP,0,,-1,-1
231,PLUT,Porites lutea,Porites,Anthozoa,Porites,,massive,,back reef margins,lagoons,fringing reef,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Porites,Animalia,Cnidaria,Scleractinia,Poritidae,Porites lutea,207246,"Milne Edwards & Haime, 1860",Species,WoRMS (2010). Porites lutea. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207246 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites lutea (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207246,POSP,0,,-1,0
232,PMAL,Pavona maldivensis,Pavona,Anthozoa,Pavona,,columnar,laminar,shallow reef environments,strong wave action environments,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Pocillopora,Animalia,Cnidaria,Scleractinia,Agariciidae,Pavona maldivensis,207309,"(Gardiner, 1905)",Species,WoRMS (2010). Pavona maldivensis. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207309 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Pavona (Genus) > Pavona maldivensis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207309,PAVS,0,,-1,0
241,POCS,Pocillopora sp,Pocillopora,Anthozoa,Pocillopora,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Porites,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Pocillopora sp,206938,,Genus,,,,POCS,0,,-1,-1
242,PODS,Podabacia sp,Podabacia,Anthozoa,Podabacia,,laminar,,many reef environments,,,No,No,Yes,Yes,No,No,No,Yes,No,Porites,Animalia,Cnidaria,Scleractinia,Fungiidae,,,,Genus,,,,PODS,0,,-1,-1
243,PODU,Porites duerdeni,Porites,Anthozoa,Porites,,branching,,protected reef environments,lagoons,,No,No,No,No,Yes,No,No,No,No,Pocillopora,Animalia,Cnidaria,Scleractinia,Poritidae,Porites duerdeni,411269,"Vaughan, 1907",Species,"WoRMS (2010). Porites duerdeni Vaughan, 1907. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=411269 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites duerdeni (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=411269,POSP,0,,0,0
244,POSP,Porites sp,Porites,Anthozoa,Porites,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Poritidae,Porites sp,206485,,Genus,,,,POSP,0,,-1,-1
245,POSU,Porites superfusa,Porites,Anthozoa,Porites,0,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,Poritidae,Porites superfusa,759336,"Gardiner, 1898",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Porites superfusa Gardiner, 1898. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=759336 on 2019-01-17",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=759336,POSP,0,,0,0
247,PPIN,Platygyra pini,Platygyra,Anthozoa,Platygyra,,massive,encrusting,shallow reef environments,,,No,No,Yes,Yes,No,No,Yes,No,No,Other,Animalia,Cnidaria,Scleractinia,Merulinidae,Platygyra pini,207490,"Chevalier, 1975",Species,"WoRMS (2010). Platygyra pini Chevalier, 1975. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207490 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Faviidae (Family) > Platygyra (Genus) > Platygyra pini (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207490,PLSP,0,,0,0
248,PPRO,Psammocora profundacella,Psammocora,Anthozoa,Psammocora,,massive,laminar,shallow reef environments,,,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Porites,Animalia,Cnidaria,Scleractinia,Siderastreidae,Psammocora profundacella,207271,"Gardiner, 1898",Species,WoRMS (2010). Psammocora profundacella. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207271 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Siderastreidae (Family) > Psammocora (Genus) > Psammocora profundacella (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207271,PSSP,0,,-1,0
249,PRSP,Protopalythoa sp,Protopalythoa,Anthozoa,Zoanthus,,encrusting,stalked,shallow reef environments,rocky foreshores,high current environments,No,Yes,Yes,No,Yes,,No,No,No,Pocillopora,Animalia,Cnidaria,Zoanthidea,Sphenopidae,,,,Genus,,,,PRSP,-1,,0,0
250,PRUS,Porites rus,Porites,Anthozoa,Porites,,massive,branching,shallow reef environments,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Porites,Animalia,Cnidaria,Scleractinia,Poritidae,Porites rus,207231,"(Forskal, 1775)",Species,"WoRMS (2010). Porites rus (Forskal, 1775). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207231 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites rus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207231,POSP,0,,-1,0
251,PSET,Pocillopora setchelli,Pocillopora,Anthozoa,Pocillopora,,branching,,,,,,,Yes,No,No,No,No,No,Yes,Other,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Pocillopora setchelli,206967,"Hoffmeister, 1929",Species,"WoRMS (2010). Pocillopora setchelli Hoffmeister, 1929. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=206967 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pocilloporidae (Family) > Pocillopora (Genus) > Pocillopora setchelli (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206967,POCS,0,,0,0
252,PSIM,Plerogyra simplex,Plerogyra,Anthozoa,Plerogyra,0,corymbose,,protected,,,,,,Yes,,,,,,,Animalia,Cnidaria,Scleractinia,Caryophylliidae,Plerogyra simplex,287848,"Rehberg, 1892",Species,"WoRMS (2010). Plerogyra simplex Rehberg, 1892. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=287848 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Caryophylliidae (Family) > Plerogyra (Genus) > Plerogyra simplex (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=287848,PLER,0,,0,0
253,PSIN,Plerogyra sinuosa,Plerogyra,Anthozoa,Plerogyra,0,corymbose,,protected,,,,,,Yes,,,,,,,Animalia,Cnidaria,Scleractinia,Caryophylliidae,Plerogyra sinuosa,207498,"(Dana, 1846)",Species,"WoRMS (2010). Plerogyra sinuosa (Dana, 1846). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207498 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Caryophylliidae (Family) > Plerogyra (Genus) > Plerogyra sinuosa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207498,PLER,0,,0,0
254,PSOL,Porites solida,Porites,Anthozoa,Porites,,massive,,shallow reef environments,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Poritidae,Porites solida,207227,"(Forskal, 1775)",Species,WoRMS (2010). Porites solida. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207227 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites solida (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207227,POSP,0,,0,0
255,PSPE,Pachyseris speciosa,Pachyseris,Anthozoa,Pachyseris,,laminar,,many reef environments,lower reef slopes,,No,No,Yes,No,No,No,Yes,No,No,Other,Animalia,Cnidaria,Scleractinia,Agariciidae,Pachyseris speciosa,207293,"(Dana, 1846)",Species,"WoRMS (2010). Pachyseris speciosa (Dana, 1846). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207293 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Pachyseris (Genus) > Pachyseris speciosa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207293,PACS,0,,0,0
256,PSSP,Psammocora sp,Psammocora,Anthozoa,Psammocora,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Siderastreidae,Psammocora sp,204148,,Genus,,,,PSSP,0,,-1,-1
257,PSTE,Psammocora stellata,Psammocora,Anthozoa,Psammocora,,massive,branching,shallow reef environments,strong wave action environments,,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Pavona,Animalia,Cnidaria,Scleractinia,Siderastreidae,Psammocora stellata,287784,"Verrill, 1866",Species,"WoRMS (2010). Psammocora stellata Verrill, 1866. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=287784 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Siderastreidae (Family) > Psammocora (Genus) > Psammocora stellata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=287784,PSSP,0,,-1,0
258,PSUP,Psammocora superficialis,Psammocora,Anthozoa,Psammocora,,encrusting,laminar,many reef environments,,,No,No,Yes,Yes,Yes,No,No,No,No,Porites,Animalia,Cnidaria,Scleractinia,Siderastreidae,Psammocora superficialis,207270,"Gardiner, 1898",Species,WoRMS (2010). Psammocora superficialis. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207270 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Siderastreidae (Family) > Psammocora (Genus) > Psammocora superficialis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207270,PSSP,0,,0,0
260,PVAR,Pavona varians,Pavona,Anthozoa,Pavona,,submassive,encrusting,many reef environments,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pocillopora,Animalia,Cnidaria,Scleractinia,Agariciidae,Pavona varians,207303,"Verrill, 1864",Species,"WoRMS (2010). Pavona varians Verrill, 1864. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207303 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Pavona (Genus) > Pavona varians (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207303,PAVS,0,,-1,0
261,PVAU,Porites vaughani,Porites,Anthozoa,Porites,,encrusting,encrusting,many reef environments,,,No,No,Yes,Yes,No,No,Yes,Yes,No,Pocillopora,Animalia,Cnidaria,Scleractinia,Poritidae,Porites vaughani,288918,"Crossland, 1952",Species,WoRMS (2010). Porites vaughani. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=288918 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites vaughani (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=288918,POSP,0,,-1,0
262,PVEN,Pavona venosa,Pavona,Anthozoa,Pavona,0,encrusting,,,,,,,Yes,Yes,No,,,,,,Animalia,Cnidaria,Scleractinia,Agariciidae,Pavona venosa,207301,"(Ehrenberg, 1834)",Species,WoRMS (2010). Pavona venosa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207301 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Pavona (Genus) > Pavona venosa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207301,PAVS,0,,0,0
263,PVER,Pocillopora verrucosa,Pocillopora,Anthozoa,Pocillopora,,branching,,shallow reef environments,many reef environments,protected reef environments,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Pocillopora verrucosa,206954,"(Ellis & Solander, 1786)",Species,"WoRMS (2010). Pocillopora verrucosa (Ellis & Solander, 1786). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=206954 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pocilloporidae (Family) > Pocillopora (Genus) > Pocillopora verrucosa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206954,POCS,0,,-1,0
264,PWOO,Pocillopora woodjonesi,Pocillopora,Anthozoa,Pocillopora,,branching,,upper reef slopes,strong wave action environments,,No,Yes,Yes,Yes,No,No,No,No,No,Other,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Pocillopora woodjonesi,289252,"Vaughan, 1918",Species,WoRMS (2010). Pocillopora woodjonesi. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=289252 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pocilloporidae (Family) > Pocillopora (Genus) > Pocillopora woodjonesi (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=289252,POCS,0,,0,0
265,RHSP,Rhodactis sp,Rhodactis,Anthozoa,Rhodactis,,polyp ,,,,,,,Yes,Yes,No,,Yes,Yes,,Octocoral,Animalia,Cnidaria,Corallimorpharia,Discosomatidae,,,,Genus,,,,RHSP,0,,0,0
233,PMAY,Porites mayeri,Porites,Anthozoa,Porites,,massive,,back reef margins,lagoons,fringing reef,No,No,No,No,No,No,No,No,No,Pavona,Animalia,Cnidaria,Scleractinia,Poritidae,Porites mayeri,288907,"Vaughan, 1918",Species,"WoRMS (2010). Porites mayeri Vaughan, 1918. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=288907 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites mayeri (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=288907,POSP,0,,0,0
234,PMEA,Pocillopora meandrina,Pocillopora,Anthozoa,Pocillopora,,branching,,shallow reef environments,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pocillopora,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Pocillopora meandrina,206964,"Dana, 1846",Species,"WoRMS (2010). Pocillopora meandrina Dana, 1846. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=206964 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pocilloporidae (Family) > Pocillopora (Genus) > Pocillopora meandrina (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206964,POCS,0,,-1,0
235,PMIN,Pavona minuta,Pavona,Anthozoa,Pavona,,submassive,encrusting,shallow reef environments,,,No,No,Yes,Yes,No,No,Yes,Yes,No,Porites,Animalia,Cnidaria,Scleractinia,Agariciidae,Pavona minuta,207317,"Wells, 1956",Species,WoRMS (2010). Pavona minuta. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207317 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Pavona (Genus) > Pavona minuta (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207317,PAVS,0,,0,0
236,PMOL,Pocillopora molokensis,Pocillopora,Anthozoa,Pocillopora,,branching,,deep water habitats,,,No,No,No,No,Yes,No,No,No,No,Other,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Pocillopora molokensis,411253,"Quelch, 1886",Species,"WoRMS (2010). Pocillopora molokensis Quelch, 1886. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=411253 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pocilloporidae (Family) > Pocillopora (Genus) > Pocillopora molokensis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=411253,POCS,0,,0,0
266,SARM,Stylocoeniella armata,Stylocoeniella,Anthozoa,Stylocoeniella,,encrusting,,shallow reef environments,,,No,No,Yes,Yes,No,No,Yes,No,No,Other,Animalia,Cnidaria,Scleractinia,Astrocoeniidae,Stylocoeniella armata,206950,"(Ehrenberg, 1843)",Species,"WoRMS (2010). Stylocoeniella armata (Ehrenberg, 1843). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=206950 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Astrocoeniidae (Family) > Stylocoeniella (Genus) > Stylocoeniella armata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206950,STSP,0,,0,0
267,SARS,Sarcophyton sp,Sarcophyton,Anthozoa,Octocoral,,stalked/lobate,,many reef environments,Soft inter-reef substrates,,No,No,Yes,Yes,No,,Yes,No,Yes,Other,Animalia,Cnidaria,Alcyonacea,Alcyoniidae,,,,Genus,,,,SARS,-1,,0,0
268,SASP,Sandalolitha sp,Sandalolitha,Anthozoa,Sandalolitha,,free-living,,shallow reef environments,deep water habitats,,No,No,Yes,Yes,No,No,Yes,Yes,No,Other,Animalia,Cnidaria,Scleractinia,Fungiidae,,,,Genus,,,,SASP,0,,-1,-1
269,SAUS,Scolymia australis,Scolymia,Anthozoa,Scolymia,,solitary,,rocky foreshores,high latitude environments,,No,No,No,No,No,No,No,No,No,Other,Animalia,Cnidaria,Scleractinia,Mussidae,Scolymia australis,287851,"(Milne Edwards & Haime, 1849)",Species,WoRMS (2010). Scolymia australis. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=287851 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Mussidae (Family) > Scolymia (Genus) > Scolymia australis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=287851,SCSP,-1,,0,0
270,SCAS,Scapophyllia sp,Scapophyllia,Anthozoa,Scapophyllia,,,,,,,,,Yes,Yes,No,No,Yes,No,Yes,Other,Animalia,Cnidaria,Scleractinia,Merulinidae,,,,Genus,,,,SCAS,0,,0,-1
271,SCSP,Scolymia sp,Scolymia,Anthozoa,Scolymia,,,,,,,,,No,Yes,No,No,No,No,No,Other,Animalia,Cnidaria,Scleractinia,Mussidae,,,,Genus,,,,SCSP,0,,0,0
272,SCYL,Scapophyllia cylindrica,Scapophyllia,Anthozoa,Scapophyllia,,laminar,columnar,fringing reef,lagoons,,No,No,Yes,Yes,No,No,Yes,No,Yes,Other,Animalia,Cnidaria,Scleractinia,Merulinidae,Scapophyllia cylindrica,291024,"(Milne Edwards & Haime, 1848)",Species,WoRMS (2010). Scapophyllia cylindrica. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=291024 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Merulinidae (Family) > Scapophyllia (Genus) > Scapophyllia cylindrica (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=291024,SCAS,0,,-1,0
273,SESP,Seriatopora sp,Seriatopora,Anthozoa,Seriatopora,,branching,,shallow reef environments,,,No,No,Yes,Yes,No,No,No,No,Yes,Other,Animalia,Cnidaria,Scleractinia,Pocilloporidae,,,,Genus,,,,SESP,0,,-1,-1
274,SGUE,Stylocoeniella guentheri,Stylocoeniella,Anthozoa,Stylocoeniella,,encrusting,columnar,high latitude environments,,,No,No,Yes,Yes,No,No,No,No,No,Octocoral,Animalia,Cnidaria,Scleractinia,Astrocoeniidae,Stylocoeniella guentheri,206948,"Bassett-Smith, 1890",Species,WoRMS (2010). Stylocoeniella guentheri. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=206948 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Astrocoeniidae (Family) > Stylocoeniella (Genus) > Stylocoeniella guentheri (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206948,STSP,0,,0,0
275,SHHE,Sandalolitha/Halomitra/Herpolitha,,Anthozoa,Sandalolitha/Halomitra/Herpolitha,,,,,,,,,Yes,Yes,No,No,Yes,Yes,No,Other,Animalia,Cnidaria,Scleractinia,,,,,,,,,SHHE,-1,,0,0
276,SISP,Sinularia sp,Sinularia,Anthozoa,Octocoral,,stalked/lobate,lobate,many reef environments,protected reef environments,,Yes,Yes,Yes,Yes,Yes,,Yes,No,Yes,Other,Animalia,Cnidaria,Alcyonacea,Alcyoniidae,,,,Genus,,,,SISP,-1,,0,0
277,SMOR,Stylophora mordax,Stylophora,Anthozoa,Stylophora,,branching,,shallow reef environments,,,No,No,Yes,Yes,No,No,No,No,Yes,Other,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Stylophora mordax,206981,"(Dana, 1846)",Species,WoRMS (2010). Stylophora mordax. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=206981 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pocilloporidae (Family) > Stylophora (Genus) > Stylophora mordax (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206981,STYS,0,,0,0
278,SOFT,Sinularia/Lobophytum/Sarcophyton/Soft Coral,,Anthozoa,Octocoral,,stalked/lobate,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Other,Animalia,Cnidaria,Alcyoniidae,,,,,,,,,SOFT,-1,,0,0
